"Zeit";"Einstrahlung auf die Horizontale ";"Diffusstrahlung auf die Horizontale ";"Außentemperatur ";"Gebäude 01-Dachfläche Süd: Sonnenhöhe ";"Gebäude 01-Dachfläche Süd: Einstrahlung auf die geneigte Fläche ";"Gebäude 01-Dachfläche Süd: Modultemperatur ";"Strom (AC) Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)  ";"Leerlaufspannung (MPP 1, Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)) ";"MPP-Spannung (MPP 1, Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)) ";"Netzeinspeisung ";"Netzbezug ";"Verbrauch ";"Einspeiseabregelung ";"Eigenverbrauch ";"Globalstrahlung horizontal ";"Abweichung vom Standardspektrum ";"Bodenreflexion (Albedo) ";"Ausrichtung und Neigung der Modulebene ";"Abschattung ";"Reflexion an Moduloberfläche ";"Einstrahlung auf die Modul-Rückseite ";"Globalstrahlung auf Modul ";"Gebäude 01-Dachfläche Süd: Globalstrahlung horizontal ";"Gebäude 01-Dachfläche Süd: Verluste durch Abweichung vom Standardspektrum ";"Gebäude 01-Dachfläche Süd: Verluste durch Bodenreflexion (Albedo) ";"Gebäude 01-Dachfläche Süd: Gewinne durch Ausrichtung und Neigung der Modulebene ";"Gebäude 01-Dachfläche Süd: Verluste durch Abschattung ";"Gebäude 01-Dachfläche Süd: Reflexion an Moduloberfläche ";"Gebäude 01-Dachfläche Süd: Einstrahlung auf die Modul-Rückseite ";"Gebäude 01-Dachfläche Süd: Globalstrahlung auf Modul ";"PV Globalstrahlung ";"Bifazialität ";"Verschmutzung ";"STC Konversion (Modul-Nennwirkungsgrad) ";"PV Nennenergie ";"Schwachlichtverhalten ";"Modulspezifische Teilabschattung ";"Abweichung von der Nenn-Modultemperatur ";"Dioden ";"Mismatch (Herstellerangaben) ";"Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) ";"PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Unterschreitung der DC-Startleistung ";"Abregelung wegen MPP-Spannungsbereich ";"Abregelung wegen max. DC-Strom ";"Abregelung wegen max. DC-Leistung ";"Abregelung wegen max. AC-Leistung/cos phi ";"MPP Anpassung ";"PV-Energie (DC) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV Globalstrahlung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Bifazialität ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Verschmutzung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch STC Konversion (Modul-Nennwirkungsgrad) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV Nennenergie ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Modulspezifische Teilabschattung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Schwachlichtverhalten ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Abweichung von der Nenn-Modultemperatur ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Dioden ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Mismatch (Herstellerangaben) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) *";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Unterschreitung der DC-Startleistung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen MPP-Spannungsbereich ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. DC-Strom ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. DC-Leistung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. AC-Leistung/cos phi ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch MPP Anpassung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV-Energie (DC) ";"Energie am WR-Eingang ";"Abweichung der Eingangs- von der Nennspannung ";"DC/AC-Wandlung ";"Eigenverbrauch (Standby oder Nacht) ";"Kabelverluste Gesamt ";"PV-Energie (AC) abzgl. Standby-Verbrauch ";"Eingespeiste Energie ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Energie am WR-Eingang ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Verluste durch Abweichung der Eingangs- von der Nennspannung ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Verluste durch DC/AC-Wandlung ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Eigenverbrauch (Standby oder Nacht) ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Kabelverluste Gesamt ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: PV-Energie (AC) abzgl. Standby-Verbrauch ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Eingespeiste Energie ";
21.08. 00:00;0;0;18,23;-26,835;0;18,29;-0,01087;0;0;0;0,16891;0,16641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 01:00;0;0;17,35;-25,736;0;17,42;-0,01087;0;0;0;0,018837;0,016337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 02:00;0;0;16,88;-22,095;0;16,92;-0,01087;0;0;0;0,01862;0,01612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 03:00;0;0;16,41;-16,329;0;16,45;-0,01087;0;0;0;0,018711;0,016211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 04:00;0;0;16,07;-8,9584;0;16,1;-0,01087;0;0;0;0,018685;0,016185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 05:00;0,00112;0,0011088;16,04;-0,48068;0,0010286;16,04;-0,01087;0;0;0;0,17025;0,16775;0;0;0,00112;-1,12E-05;2,0053E-05;-0,00010026;0;0;0;0,0010286;0,00112;-1,12E-05;2,0053E-05;-0,00010026;0;0;0;0,0010286;0,048206;0;0;-0,037837;0,010369;-0,010369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,048206;0;0;-0,037837;0,010369;0;-0,010369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 06:00;0,07186;0,057062;16,9;8,6728;0,052138;18,15;1,7762;1440;713,44;0,2011;0;0,20743;0;0,20743;0,07186;-0,0007186;0,0012866;-0,02029;0;0;0;0,052138;0,07186;-0,0007186;0,0012866;-0,02029;0;0;0;0,052138;2,4435;0;0;-1,9179;0,52559;-0,045404;0;0,0098697;0;0;0;-0,0024503;0,48761;0;-0,014775;0;0;0;0;0,47283;2,4435;0;0;-1,9179;0,52559;0;-0,045404;0,0098697;0;0;0;-0,0024503;0,48761;0;-0,014775;0;0;0;0;0,47283;0,47283;0;-0,064304;0;0;0,40853;0,40853;0,47283;0;-0,064304;0;0;0,40853;0,40853;
21.08. 07:00;0,15627;0,12885;17,88;18,118;0,14314;21,49;5,9168;1440;746,22;1,0486;0;0,31224;0;0,31224;0,15627;-0,0015627;0,0027979;-0,014368;0;0;0;0,14314;0,15627;-0,0015627;0,0027979;-0,014368;0;0;0;0,14314;6,7083;0;0;-5,2654;1,4429;-0,024099;0;0,01493;0;0;0;-0,0071688;1,4266;0;-0,0216;0;0;0;0;1,405;6,7083;0;0;-5,2654;1,4429;0;-0,024099;0,01493;0;0;0;-0,0071688;1,4266;0;-0,0216;0;0;0;0;1,405;1,405;0;-0,044131;0;0;1,3609;1,3609;1,405;0;-0,044131;0;0;1,3609;1,3609;
21.08. 08:00;0,28514;0,20881;19,18;27,468;0,28271;26,44;12,107;1440;752,54;2,7571;0;0,027411;0;0,027411;0,28514;-0,0028514;0,0051051;-0,0046832;0;0;0;0,28271;0,28514;-0,0028514;0,0051051;-0,0046832;0;0;0;0,28271;13,25;0;0;-10,4;2,8499;0,022289;0;-0,012408;0;0;0;-0,014299;2,8455;0;0;0;0;0;0;2,8455;13,25;0;0;-10,4;2,8499;0;0,022289;-0,012408;0;0;0;-0,014299;2,8455;0;0;0;0;0;0;2,8455;2,8455;0;-0,060972;0;0;2,7845;2,7845;2,8455;0;-0,060972;0;0;2,7845;2,7845;
21.08. 09:00;0,43013;0,2668;20,69;36,254;0,46089;32,66;19,432;1440;742,5;4,4532;0;0,016144;0;0,016144;0,43013;-0,0043013;0,007701;0,027364;0;0;0;0,46089;0,43013;-0,0043013;0,007701;0,027364;0;0;0;0,46089;21,6;0;0;-16,954;4,6461;0,066754;0;-0,10837;0;0;0;-0,023023;4,5815;0;-0,019891;0;0;0;0;4,5616;21,6;0;0;-16,954;4,6461;0;0,066754;-0,10837;0;0;0;-0,023023;4,5815;0;-0,019891;0;0;0;0;4,5616;4,5616;0;-0,092224;0;0;4,4694;4,4694;4,5616;0;-0,092224;0;0;4,4694;4,4694;
21.08. 10:00;0,39201;0,32341;21,51;43,826;0,3914;32,12;16,499;1440;742,41;3,6319;0;0,16291;0;0,16291;0,39201;-0,0039201;0,0070185;-0,0037052;0;0;0;0,3914;0,39201;-0,0039201;0,0070185;-0,0037052;0;0;0;0,3914;18,343;0;0;-14,398;3,9456;0,05147;0;-0,085366;0;0;0;-0,019559;3,8922;0;-0,018181;0;0;0;0;3,874;18,343;0;0;-14,398;3,9456;0;0,05147;-0,085366;0;0;0;-0,019559;3,8922;0;-0,018181;0;0;0;0;3,874;3,874;0;-0,079142;0;0;3,7948;3,7948;3,874;0;-0,079142;0;0;3,7948;3,7948;
21.08. 11:00;0,47155;0,36732;22,37;49,259;0,48524;35,24;20,298;1440;735,87;4,6523;0;0,016141;0;0,016141;0,47155;-0,0047155;0,0084426;0,0099584;0;0;0;0,48524;0,47155;-0,0047155;0,0084426;0,0099584;0;0;0;0,48524;22,741;0;0;-17,85;4,8915;0,069657;0;-0,15235;0;0;0;-0,024044;4,7848;0;-0,020308;0;0;0;0;4,7645;22,741;0;0;-17,85;4,8915;0;0,069657;-0,15235;0;0;0;-0,024044;4,7848;0;-0,020308;0;0;0;0;4,7645;4,7645;0;-0,096028;0;0;4,6684;4,6684;4,7645;0;-0,096028;0;0;4,6684;4,6684;
21.08. 12:00;0,45991;0,37483;22,97;51,49;0,4653;35,51;19,44;1440;734,86;4,4551;0;0,016178;0;0,016178;0,45991;-0,0045991;0,0082342;0,0017515;0;0;0;0,4653;0,45991;-0,0045991;0,0082342;0,0017515;0;0;0;0,4653;21,807;0;0;-17,116;4,6905;0,065956;0;-0,15;0;0;0;-0,023032;4,5834;0;-0,019895;0;0;0;0;4,5635;21,807;0;0;-17,116;4,6905;0;0,065956;-0,15;0;0;0;-0,023032;4,5834;0;-0,019895;0;0;0;0;4,5635;4,5635;0;-0,09226;0;0;4,4713;4,4713;4,5635;0;-0,09226;0;0;4,4713;4,4713;
21.08. 13:00;0,35823;0,32437;23,12;49,934;0,34434;32,63;14,458;1440;739,19;3,3091;0;0,016133;0;0,016133;0,35823;-0,0035823;0,0064137;-0,016726;0;0;0;0,34434;0,35823;-0,0035823;0,0064137;-0,016726;0;0;0;0,34434;16,138;0;0;-12,666;3,4711;0,03819;0;-0,080372;0;0;0;-0,017145;3,4118;0;-0,016721;0;0;0;0;3,3951;16,138;0;0;-12,666;3,4711;0;0,03819;-0,080372;0;0;0;-0,017145;3,4118;0;-0,016721;0;0;0;0;3,3951;3,3951;0;-0,06986;0;0;3,3252;3,3252;3,3951;0;-0,06986;0;0;3,3252;3,3252;
21.08. 14:00;0,28607;0,26834;23,04;45,009;0,26963;30,48;11,302;1440;740,36;2,5834;0;0,016171;0;0,016171;0,28607;-0,0028607;0,0051218;-0,018705;0;0;0;0,26963;0,28607;-0,0028607;0,0051218;-0,018705;0;0;0;0,26963;12,636;0;0;-9,9183;2,718;0,015652;0;-0,044959;0;0;0;-0,013444;2,6753;0;-0,017105;0;0;0;0;2,6582;12,636;0;0;-9,9183;2,718;0;0,015652;-0,044959;0;0;0;-0,013444;2,6753;0;-0,017105;0;0;0;0;2,6582;2,6582;0;-0,058626;0;0;2,5995;2,5995;2,6582;0;-0,058626;0;0;2,5995;2,5995;
21.08. 15:00;0,25689;0,23775;22,84;37,751;0,24274;29,47;10,16;1440;740,63;2,1666;0;0,17019;0;0,17019;0,25689;-0,0025689;0,0045993;-0,016181;0;0;0;0,24274;0,25689;-0,0025689;0,0045993;-0,016181;0;0;0;0,24274;11,376;0;0;-8,9292;2,447;0,0069615;0;-0,03291;0;0;0;-0,012105;2,4089;0;-0,017243;0;0;0;0;2,3917;11,376;0;0;-8,9292;2,447;0;0,0069615;-0,03291;0;0;0;-0,012105;2,4089;0;-0,017243;0;0;0;0;2,3917;2,3917;0;-0,054885;0;0;2,3368;2,3368;2,3917;0;-0,054885;0;0;2,3368;2,3368;
21.08. 16:00;0,2471;0,21042;22,56;29,13;0,23756;29,01;9,9483;1440;741,35;2,2718;0;0,016267;0;0,016267;0,2471;-0,002471;0,0044241;-0,011491;0;0;0;0,23756;0,2471;-0,002471;0,0044241;-0,011491;0;0;0;0,23756;11,134;0;0;-8,7388;2,3948;0,005401;0;-0,028867;0;0;0;-0,011857;2,3595;0;-0,017224;0;0;0;0;2,3422;11,134;0;0;-8,7388;2,3948;0;0,005401;-0,028867;0;0;0;-0,011857;2,3595;0;-0,017224;0;0;0;0;2,3422;2,3422;0;-0,054138;0;0;2,2881;2,2881;2,3422;0;-0,054138;0;0;2,2881;2,2881;
21.08. 17:00;0,17334;0,14267;22,18;19,844;0,16097;26,7;6,6027;1440;736,03;1,1901;0;0,32849;0;0,32849;0,17334;-0,0017334;0,0031035;-0,013736;0;0;0;0,16097;0,17334;-0,0017334;0,0031035;-0,013736;0;0;0;0,16097;7,5442;0;0;-5,9215;1,6227;-0,020311;0;-0,0081743;0;0;0;-0,0079712;1,5863;0;-0,021352;0;0;0;0;1,5649;7,5442;0;0;-5,9215;1,6227;0;-0,020311;-0,0081743;0;0;0;-0,0079712;1,5863;0;-0,021352;0;0;0;0;1,5649;1,5649;0;-0,046304;0;0;1,5186;1,5186;1,5649;0;-0,046304;0;0;1,5186;1,5186;
21.08. 18:00;0,13004;0,052288;21,66;10,386;0,07188;23,82;2,7133;1440;712,94;0;0,72266;1,3467;0;0,62407;0,13004;-0,0013004;0,0023282;-0,059188;0;0;0;0,07188;0,13004;-0,0013004;0,0023282;-0,059188;0;0;0;0,07188;3,3687;0;0;-2,6441;0,7246;-0,04432;0;0,002412;0;0;0;-0,0034135;0,67928;0;-0,017798;0;0;0;0;0,66148;3,3687;0;0;-2,6441;0,7246;0;-0,04432;0,002412;0;0;0;-0,0034135;0,67928;0;-0,017798;0;0;0;0;0,66148;0,66148;0;-0,037413;0;0;0,62407;0,62407;0,66148;0;-0,037413;0;0;0,62407;0,62407;
21.08. 19:00;0,00988;0,0097812;20,84;1,1517;0,0090736;21,28;0,02557;1440;571,45;0;0,79786;0,80375;0;0,0058812;0,00988;-9,88E-05;0,00017689;-0,00088446;0;0;0;0,0090736;0,00988;-9,88E-05;0,00017689;-0,00088446;0;0;0;0,0090736;0,42524;0;0;-0,33378;0,091468;-0,032522;0;0,00065843;0;0;0;-0,00029802;0,059306;0;-0,0025745;0;0;0;0;0,056732;0,42524;0;0;-0,33378;0,091468;0;-0,032522;0,00065843;0;0;0;-0,00029802;0,059306;0;-0,0025745;0;0;0;0;0,056732;0,056732;0;-0,050851;0;0;0,0058812;0,0058812;0,056732;0;-0,050851;0;0;0,0058812;0,0058812;
21.08. 20:00;0;0;19,35;-7,4797;0;19,49;-0,01087;0;0;0;0,349;0,3465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 21:00;0;0;17,85;-15,088;0;17,96;-0,01087;0;0;0;0,23678;0,23428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 22:00;0;0;16,35;-21,186;0;16,46;-0,01087;0;0;0;0,21241;0,20991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
21.08. 23:00;0;0;14,8;-25,251;0;14,92;-0,01087;0;0;0;0,018671;0,016171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
22.08. 00:00;0;0;13,59;-27,168;0;13,68;-0,01087;0;0;0;0,018675;0,016175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
22.08. 01:00;0;0;12,27;-26,054;0;12,37;-0,01087;0;0;0;0,1687;0,1662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
22.08. 02:00;0;0;11,57;-22,39;0;11,63;-0,01087;0;0;0;0,018567;0,016067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
22.08. 03:00;0;0;10,86;-16,598;0;10,91;-0,01087;0;0;0;0,01873;0,01623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
22.08. 04:00;0;0;10,35;-9,2046;0;10,39;-0,01087;0;0;0;0,018559;0,016059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
22.08. 05:00;0,00172;0,0017028;10,3;-0,70938;0,0015796;10,3;-0,01087;0;0;0;0,018664;0,016164;0;0;0,00172;-1,72E-05;3,0794E-05;-0,00015398;0;0;0;0,0015796;0,00172;-1,72E-05;3,0794E-05;-0,00015398;0;0;0;0,0015796;0,07403;0;0;-0,058107;0,015924;-0,015924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07403;0;0;-0,058107;0,015924;0;-0,015924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
22.08. 06:00;0,09127;0,051517;11,43;8,4545;0,046567;12,52;1,4322;1440;723,02;0;0,021815;0,35123;0;0,32942;0,09127;-0,0009127;0,0016341;-0,045424;0;0;0;0,046567;0,09127;-0,0009127;0,0016341;-0,045424;0;0;0;0,046567;2,1824;0;0;-1,713;0,46943;-0,044594;0;0,015906;0;0;0;-0,0022037;0,43853;0;-0,013947;0;0;0;0;0,42459;2,1824;0;0;-1,713;0,46943;0;-0,044594;0,015906;0;0;0;-0,0022037;0,43853;0;-0,013947;0;0;0;0;0,42459;0,42459;0;-0,095172;0;0;0,32942;0,32942;0,42459;0;-0,095172;0;0;0,32942;0,32942;
22.08. 07:00;0,23474;0,1025;13,06;17,902;0,21548;18,43;9,3687;1440;768,02;1,837;0;0,3178;0;0,3178;0,23474;-0,0023474;0,0042028;-0,021118;0;0;0;0,21548;0,23474;-0,0023474;0,0042028;-0,021118;0;0;0;0,21548;10,099;0;0;-7,9264;2,1722;0,0028826;0;0,042857;0;0;0;-0,01109;2,2068;0;0;0;0;0;0;2,2068;10,099;0;0;-7,9264;2,1722;0;0,0028826;0,042857;0;0;0;-0,01109;2,2068;0;0;0;0;0;0;2,2068;2,2068;0;-0,052009;0;0;2,1548;2,1548;2,2068;0;-0,052009;0;0;2,1548;2,1548;
22.08. 08:00;0,39711;0,13289;14,95;27,245;0,4328;26,06;18,707;1440;759,99;4,2791;0;0,023426;0;0,023426;0,39711;-0,0039711;0,0071098;0,032556;0;0;0;0,4328;0,39711;-0,0039711;0,0071098;0,032556;0;0;0;0,4328;20,284;0;0;-15,921;4,363;0,064709;0;-0,014085;0;0;0;-0,022068;4,3915;0;0;0;0;0;0;4,3915;20,284;0;0;-15,921;4,363;0;0,064709;-0,014085;0;0;0;-0,022068;4,3915;0;0;0;0;0;0;4,3915;4,3915;0;-0,089016;0;0;4,3025;4,3025;4,3915;0;-0,089016;0;0;4,3025;4,3025;
22.08. 09:00;0,54969;0,15268;16,85;36,014;0,64901;33,79;27,23;1440;739,82;6,2468;0;0,0162;0;0,0162;0,54969;-0,0054969;0,0098416;0,094976;0;0;0;0,64901;0,54969;-0,0054969;0,0098416;0,094976;0;0;0;0,64901;30,417;0;0;-23,874;6,5425;0,083002;0;-0,17472;0;0;0;-0,032254;6,4185;0;-0,022942;0;0;0;0;6,3956;30,417;0;0;-23,874;6,5425;0;0,083002;-0,17472;0;0;0;-0,032254;6,4185;0;-0,022942;0;0;0;0;6,3956;6,3956;0;-0,13256;0;0;6,263;6,263;6,3956;0;-0,13256;0;0;6,263;6,263;
22.08. 10:00;0,67254;0,16784;18,58;43,557;0,82689;40,41;33,788;1440;719,88;7,755;0;0,016217;0;0,016217;0,67254;-0,0067254;0,012041;0,14904;0;0;0;0,82689;0,67254;-0,0067254;0,012041;0,14904;0;0;0;0,82689;38,753;0;0;-30,417;8,3356;0,058731;0;-0,388;0;0;0;-0,040032;7,9663;0;-0,024019;0;0;0;0;7,9423;38,753;0;0;-30,417;8,3356;0;0,058731;-0,388;0;0;0;-0,040032;7,9663;0;-0,024019;0;0;0;0;7,9423;7,9423;0;-0,17106;0;0;7,7712;7,7712;7,9423;0;-0,17106;0;0;7,7712;7,7712;
22.08. 11:00;0,72769;0,20844;20;48,955;0,90368;44,12;36,375;1440;708,73;8,1988;0;0,16743;0;0,16743;0,72769;-0,0072769;0,013029;0,17024;0;0;0;0,90368;0,72769;-0,0072769;0,013029;0,17024;0;0;0;0,90368;42,352;0;0;-33,242;9,1097;0,036819;0;-0,52463;0;0;0;-0,04311;8,5788;0;-0,025866;0;0;0;0;8,5529;42,352;0;0;-33,242;9,1097;0;0,036819;-0,52463;0;0;0;-0,04311;8,5788;0;-0,025866;0;0;0;0;8,5529;8,5529;0;-0,18675;0;0;8,3662;8,3662;8,5529;0;-0,18675;0;0;8,3662;8,3662;
22.08. 12:00;0,75667;0,21448;21,14;51,16;0,94564;46,49;37,705;1440;701,72;8,6562;0;0,01593;0;0,01593;0,75667;-0,0075667;0,013547;0,18299;0;0;0;0,94564;0,75667;-0,0075667;0,013547;0,18299;0;0;0;0,94564;44,318;0;0;-34,785;9,5327;0,022019;0;-0,61608;0;0;0;-0,044693;8,8939;0;-0,026816;0;0;0;0;8,8671;44,318;0;0;-34,785;9,5327;0;0,022019;-0,61608;0;0;0;-0,044693;8,8939;0;-0,026816;0;0;0;0;8,8671;8,8671;0;-0,19496;0;0;8,6721;8,6721;8,8671;0;-0,19496;0;0;8,6721;8,6721;
22.08. 13:00;0,74074;0,20475;21,95;49,597;0,92344;46,86;36,814;1440;701,25;8,451;0;0,016196;0;0,016196;0,74074;-0,0074074;0,013262;0,17685;0;0;0;0,92344;0,74074;-0,0074074;0,013262;0,17685;0;0;0;0,92344;43,278;0;0;-33,969;9,3089;0,029884;0;-0,61232;0;0;0;-0,043633;8,6829;0;-0,02618;0;0;0;0;8,6567;43,278;0;0;-33,969;9,3089;0;0,029884;-0,61232;0;0;0;-0,043633;8,6829;0;-0,02618;0;0;0;0;8,6567;8,6567;0;-0,18945;0;0;8,4672;8,4672;8,6567;0;-0,18945;0;0;8,4672;8,4672;
22.08. 14:00;0,66554;0,19948;22,39;44,684;0,81345;44,53;32,821;1440;709,34;7,5327;0;0,016067;0;0,016067;0,66554;-0,0066554;0,011916;0,14265;0;0;0;0,81345;0,66554;-0,0066554;0,011916;0,14265;0;0;0;0,81345;38,123;0;0;-29,923;8,2001;0,060542;0;-0,48396;0;0;0;-0,038884;7,7378;0;-0,023752;0;0;0;0;7,7141;38,123;0;0;-29,923;8,2001;0;0,060542;-0,48396;0;0;0;-0,038884;7,7378;0;-0,023752;0;0;0;0;7,7141;7,7141;0;-0,16529;0;0;7,5488;7,5488;7,7141;0;-0,16529;0;0;7,5488;7,5488;
